Name    Lib    X-shift    Y-shift    Height    Result    Confirm 
ic-028    ic-bga-lib    493um    -139um    2780um    x-misalign    wrong-part 
ic-029    ic-sop-lib    291um    430um    1159um    y-misalign    OK 
ic-030    ic-sop-lib    -260um    -476um    837um    y-misalign    y-misalign 
ic-031    ic-bga-lib    -12um    140um    2739um    OK    OK 
ic-032    ic-plcc-lib    288um    -149um    2010um    OK    OK 
ic-033    ic-sop-lib    197um    -355um    2061um    OK    OK 
ic-034    ic-qfp-lib    115um    -442um    2648um    y-misalign    OK 
ic-035    ic-sop-lib    -471um    357um    1011um    x-misalign    x-misalign 
ic-036    ic-dip-lib    113um    164um    4659um    OK    OK 
ic-037    ic-bga-lib    -387um    -491um    3325um    y-misalign    y-misalign 
ic-038    ic-bga-lib    389um    157um    1978um    OK    OK 
ic-039    ic-sop-lib    481um    -23um    1688um    x-misalign    wrong-part 
ic-040    ic-dip-lib    499um    -126um    577um    x-misalign    OK 
ic-041    ic-dip-lib    380um    -173um    876um    OK    OK 
ic-042    ic-dip-lib    -480um    -258um    714um    x-misalign    x-misalign 
ic-043    ic-dip-lib    -321um    78um    4408um    OK    OK 
ic-044    ic-qfp-lib    244um    -31um    2874um    OK    OK 
ic-045    ic-qfp-lib    311um    65um    4705um    OK    OK 
ic-046    ic-sop-lib    27um    -332um    220um    OK    OK 
ic-047    ic-bga-lib    430um    499um    464um    x-misalign    OK 
ic-048    ic-dip-lib    206um    204um    721um    OK    OK 
ic-049    ic-bga-lib    459um    -448um    402um    x-misalign    OK 
ic-050    ic-plcc-lib    -370um    -72um    3746um    OK    OK 
ic-051    ic-qfp-lib    -179um    -38um    2547um    OK    OK 
ic-052    ic-dip-lib    -496um    -167um    2460um    x-misalign    x-misalign 
ic-053    ic-bga-lib    -90um    80um    4264um    OK    OK 
ic-054    ic-bga-lib    489um    457um    4496um    x-misalign    x-misalign 
ic-055    ic-dip-lib    -146um    327um    3726um    OK    OK 
ic-056    ic-bga-lib    9um    -72um    3866um    OK    OK 
ic-057    ic-qfp-lib    -367um    -107um    4584um    OK    OK 
ic-058    ic-bga-lib    -326um    125um    3304um    OK    OK 
ic-059    ic-bga-lib    207um    184um    298um    OK    OK 
ic-060    ic-sop-lib    -304um    -171um    2065um    OK    OK 
ic-061    ic-bga-lib    126um    -40um    3316um    OK    OK 
ic-062    ic-sop-lib    -447um    -355um    1497um    x-misalign    x-misalign 
ic-063    ic-plcc-lib    241um    -341um    2486um    OK    OK 
ic-064    ic-qfp-lib    282um    267um    3737um    OK    OK 
ic-065    ic-qfp-lib    259um    274um    3923um    OK    OK 
ic-066    ic-qfp-lib    290um    -9um    691um    OK    OK 
ic-067    ic-sop-lib    -398um    -437um    945um    y-misalign    OK 
ic-068    ic-qfp-lib    91um    -59um    4513um    OK    OK 
ic-069    ic-dip-lib    308um    -354um    3506um    OK    OK 
ic-070    ic-bga-lib    42um    298um    4245um    OK    OK 
ic-071    ic-qfp-lib    245um    130um    327um    OK    OK 
ic-072    ic-qfp-lib    336um    50um    1086um    OK    OK 
ic-073    ic-qfp-lib    -145um    383um    3910um    OK    OK 
ic-074    ic-sop-lib    286um    -458um    1199um    y-misalign    y-misalign 
ic-075    ic-dip-lib    415um    400um    3892um    x-misalign    x-misalign 
ic-076    ic-dip-lib    -137um    200um    3314um    OK    OK 
ic-077    ic-qfp-lib    58um    -172um    3195um    OK    OK 
ic-078    ic-plcc-lib    -161um    -120um    1856um    OK    OK 
ic-079    ic-plcc-lib    328um    366um    2485um    OK    OK 
ic-080    ic-qfp-lib    -269um    487um    3027um    y-misalign    y-misalign 
ic-081    ic-dip-lib    77um    -190um    4598um    OK    OK 
ic-082    ic-dip-lib    -15um    -308um    1023um    OK    OK 
ic-083    ic-sop-lib    -361um    -111um    4180um    OK    OK 
ic-084    ic-dip-lib    -429um    139um    3940um    x-misalign    x-misalign 
ic-085    ic-qfp-lib    281um    -402um    2344um    y-misalign    OK 
ic-086    ic-bga-lib    -293um    -189um    3084um    OK    OK 
ic-087    ic-dip-lib    366um    268um    1288um    OK    OK 
ic-088    ic-qfp-lib    98um    128um    2300um    OK    OK 
ic-089    ic-plcc-lib    253um    476um    73um    y-misalign    y-misalign 
ic-090    ic-qfp-lib    -130um    -129um    3679um    OK    OK 
ic-091    ic-dip-lib    -129um    329um    54um    OK    OK 
ic-092    ic-plcc-lib    239um    -44um    1086um    OK    OK 
ic-093    ic-sop-lib    -455um    -5um    3884um    x-misalign    x-misalign 
ic-094    ic-plcc-lib    314um    339um    3225um    OK    OK 
ic-095    ic-sop-lib    308um    451um    2211um    y-misalign    y-misalign 
ic-096    ic-sop-lib    312um    342um    1659um    OK    OK 
ic-097    ic-dip-lib    359um    279um    3793um    OK    OK 
ic-098    ic-plcc-lib    -398um    349um    170um    OK    OK 
ic-099    ic-dip-lib    5um    -286um    394um    OK    OK 
ic-100    ic-qfp-lib    306um    -24um    334um    OK    OK
