Name    Lib    X-shift    Y-shift    Height    Result    Confirm 
ic-026    ic-plcc-lib    36um    -371um    1959um    OK    OK 
ic-027    ic-qfp-lib    177um    -467um    1051um    y-misalign    OK 
ic-028    ic-qfp-lib    496um    -234um    132um    x-misalign    OK 
ic-029    ic-sop-lib    119um    402um    916um    y-misalign    y-misalign 
ic-030    ic-bga-lib    137um    256um    4987um    wrong-part    wrong-part 
ic-031    ic-bga-lib    235um    -385um    1297um    OK    OK 
ic-032    ic-plcc-lib    -148um    -133um    181um    OK    OK 
ic-033    ic-plcc-lib    288um    418um    3987um    y-misalign    wrong-part 
ic-034    ic-dip-lib    350um    229um    1384um    OK    OK 
ic-035    ic-sop-lib    -387um    -147um    483um    OK    OK 
ic-036    ic-qfp-lib    -331um    263um    1076um    OK    OK 
ic-037    ic-sop-lib    -196um    222um    1139um    OK    OK 
ic-038    ic-dip-lib    235um    -498um    2659um    y-misalign    missing 
ic-039    ic-plcc-lib    331um    -37um    1985um    OK    OK 
ic-040    ic-bga-lib    399um    -27um    3784um    OK    OK 
ic-041    ic-bga-lib    -241um    -321um    676um    OK    OK 
ic-042    ic-dip-lib    348um    -317um    2678um    OK    OK 
ic-043    ic-qfp-lib    26um    -206um    4258um    OK    OK 
ic-044    ic-plcc-lib    -485um    -321um    1090um    x-misalign    OK 
ic-045    ic-plcc-lib    -160um    496um    3545um    y-misalign    OK 
ic-046    ic-plcc-lib    1um    -385um    3307um    OK    OK 
ic-047    ic-plcc-lib    380um    -405um    2739um    y-misalign    OK 
ic-048    ic-plcc-lib    -272um    -40um    4075um    OK    OK 
ic-049    ic-sop-lib    3um    -44um    4677um    OK    OK 
ic-050    ic-bga-lib    -51um    -481um    751um    y-misalign    y-misalign 
ic-051    ic-dip-lib    -429um    228um    3405um    x-misalign    OK 
ic-052    ic-bga-lib    -104um    -309um    2754um    OK    OK 
ic-053    ic-bga-lib    -158um    278um    2913um    OK    OK 
ic-054    ic-bga-lib    72um    457um    1468um    y-misalign    y-misalign 
ic-055    ic-sop-lib    -363um    -75um    3955um    OK    OK 
ic-056    ic-plcc-lib    200um    393um    4125um    OK    OK 
ic-057    ic-sop-lib    229um    -140um    3650um    OK    OK 
ic-058    ic-qfp-lib    352um    240um    1837um    OK    OK 
ic-059    ic-bga-lib    460um    391um    4968um    x-misalign    missing 
ic-060    ic-plcc-lib    -3um    188um    1405um    OK    OK 
ic-061    ic-plcc-lib    361um    396um    3575um    OK    OK 
ic-062    ic-dip-lib    -402um    -175um    3052um    x-misalign    x-misalign 
ic-063    ic-dip-lib    -38um    -144um    3073um    OK    OK 
ic-064    ic-plcc-lib    274um    -294um    1719um    OK    OK 
ic-065    ic-plcc-lib    486um    -309um    1921um    x-misalign    OK 
ic-066    ic-bga-lib    356um    217um    2314um    OK    OK 
ic-067    ic-sop-lib    -202um    30um    628um    OK    OK 
ic-068    ic-dip-lib    -486um    -201um    2079um    x-misalign    OK 
ic-069    ic-plcc-lib    -105um    -175um    1302um    OK    OK 
ic-070    ic-bga-lib    -195um    469um    2772um    y-misalign    OK 
ic-071    ic-bga-lib    144um    -428um    4081um    y-misalign    y-misalign 
ic-072    ic-plcc-lib    -404um    107um    957um    x-misalign    x-misalign 
ic-073    ic-dip-lib    -19um    148um    1557um    OK    OK 
ic-074    ic-qfp-lib    500um    216um    3351um    x-misalign    OK 
ic-075    ic-sop-lib    -228um    -84um    17um    missing    OK 
ic-076    ic-qfp-lib    478um    378um    1785um    x-misalign    x-misalign 
ic-077    ic-dip-lib    -67um    -181um    4072um    OK    OK 
ic-078    ic-qfp-lib    466um    10um    1772um    x-misalign    OK 
ic-079    ic-plcc-lib    156um    -319um    4295um    OK    OK 
ic-080    ic-bga-lib    135um    474um    996um    y-misalign    OK 
ic-081    ic-bga-lib    -479um    281um    1817um    x-misalign    OK 
ic-082    ic-dip-lib    -76um    -197um    4733um    OK    OK 
ic-083    ic-qfp-lib    -305um    -463um    2147um    y-misalign    OK 
ic-084    ic-qfp-lib    51um    290um    4079um    OK    OK 
ic-085    ic-qfp-lib    18um    -332um    4725um    OK    OK 
ic-086    ic-dip-lib    -205um    200um    1428um    OK    OK 
ic-087    ic-qfp-lib    413um    -364um    2540um    x-misalign    OK 
ic-088    ic-sop-lib    72um    237um    4914um    wrong-part    wrong-part 
ic-089    ic-sop-lib    35um    -133um    3176um    OK    OK 
ic-090    ic-dip-lib    -163um    369um    2460um    OK    OK 
ic-091    ic-dip-lib    51um    -441um    1945um    y-misalign    OK 
ic-092    ic-qfp-lib    37um    168um    2625um    OK    OK 
ic-093    ic-qfp-lib    -160um    -479um    384um    y-misalign    OK 
ic-094    ic-bga-lib    446um    -219um    903um    x-misalign    OK 
ic-095    ic-bga-lib    450um    -199um    4389um    x-misalign    OK 
ic-096    ic-plcc-lib    -386um    -317um    1137um    OK    OK 
ic-097    ic-qfp-lib    419um    298um    34um    x-misalign    x-misalign 
ic-098    ic-dip-lib    -113um    -261um    1000um    OK    OK 
ic-099    ic-qfp-lib    436um    -187um    4111um    x-misalign    OK 
ic-100    ic-sop-lib    117um    318um    2620um    OK    OK
