Name    Lib    X-shift    Y-shift    Height    Result    Confirm 
ic-025    ic-plcc-lib    -4um    -481um    414um    y-misalign    y-misalign 
ic-026    ic-qfp-lib    -260um    423um    4906um    y-misalign    y-misalign 
ic-027    ic-plcc-lib    -438um    -196um    228um    x-misalign    OK 
ic-028    ic-sop-lib    -451um    95um    2052um    x-misalign    missing 
ic-029    ic-dip-lib    14um    181um    3716um    OK    OK 
ic-030    ic-qfp-lib    -113um    377um    3987um    OK    OK 
ic-031    ic-sop-lib    -360um    -84um    4585um    OK    OK 
ic-032    ic-sop-lib    322um    -484um    2992um    y-misalign    OK 
ic-033    ic-sop-lib    -185um    277um    4426um    OK    OK 
ic-034    ic-plcc-lib    -317um    -118um    4126um    OK    OK 
ic-035    ic-qfp-lib    -267um    297um    2346um    OK    OK 
ic-036    ic-plcc-lib    248um    416um    1839um    y-misalign    OK 
ic-037    ic-plcc-lib    32um    268um    3526um    OK    OK 
ic-038    ic-qfp-lib    -62um    452um    756um    y-misalign    OK 
ic-039    ic-qfp-lib    428um    80um    3384um    x-misalign    x-misalign 
ic-040    ic-dip-lib    237um    -251um    4165um    OK    OK 
ic-041    ic-plcc-lib    -106um    -203um    2670um    OK    OK 
ic-042    ic-bga-lib    221um    493um    241um    y-misalign    wrong-part 
ic-043    ic-bga-lib    369um    484um    2291um    y-misalign    OK 
ic-044    ic-bga-lib    -224um    236um    4110um    OK    OK 
ic-045    ic-qfp-lib    381um    437um    190um    y-misalign    OK 
ic-046    ic-dip-lib    -445um    224um    3740um    x-misalign    x-misalign 
ic-047    ic-plcc-lib    433um    -252um    417um    x-misalign    OK 
ic-048    ic-plcc-lib    -464um    350um    1937um    x-misalign    x-misalign 
ic-049    ic-plcc-lib    -274um    -335um    1395um    OK    OK 
ic-050    ic-sop-lib    -37um    -109um    1373um    OK    OK 
ic-051    ic-plcc-lib    12um    213um    3533um    OK    OK 
ic-052    ic-qfp-lib    465um    -159um    3314um    x-misalign    x-misalign 
ic-053    ic-sop-lib    -499um    -390um    3907um    x-misalign    x-misalign 
ic-054    ic-bga-lib    222um    397um    2823um    OK    OK 
ic-055    ic-plcc-lib    -297um    306um    1645um    OK    OK 
ic-056    ic-qfp-lib    -88um    492um    4341um    y-misalign    OK 
ic-057    ic-sop-lib    438um    -457um    4630um    x-misalign    x-misalign 
ic-058    ic-dip-lib    -314um    85um    3955um    OK    OK 
ic-059    ic-plcc-lib    -9um    124um    2103um    OK    OK 
ic-060    ic-sop-lib    313um    -115um    3091um    OK    OK 
ic-061    ic-qfp-lib    145um    -254um    848um    OK    OK 
ic-062    ic-sop-lib    -66um    -405um    2493um    y-misalign    wrong-part 
ic-063    ic-qfp-lib    84um    314um    2736um    OK    OK 
ic-064    ic-qfp-lib    17um    428um    3929um    y-misalign    OK 
ic-065    ic-plcc-lib    39um    478um    656um    y-misalign    OK 
ic-066    ic-dip-lib    20um    -201um    2775um    OK    OK 
ic-067    ic-dip-lib    202um    405um    149um    y-misalign    OK 
ic-068    ic-bga-lib    -334um    280um    4739um    OK    OK 
ic-069    ic-qfp-lib    278um    -123um    2798um    OK    OK 
ic-070    ic-dip-lib    344um    -398um    2272um    OK    OK 
ic-071    ic-sop-lib    -86um    296um    1869um    OK    OK 
ic-072    ic-bga-lib    229um    -343um    1864um    OK    OK 
ic-073    ic-qfp-lib    419um    203um    4940um    x-misalign    x-misalign 
ic-074    ic-plcc-lib    465um    -22um    1748um    x-misalign    y-misalign 
ic-075    ic-dip-lib    -239um    315um    264um    OK    OK 
ic-076    ic-sop-lib    -236um    -327um    2345um    OK    OK 
ic-077    ic-plcc-lib    226um    128um    2417um    OK    OK 
ic-078    ic-qfp-lib    -284um    121um    1540um    OK    OK 
ic-079    ic-bga-lib    283um    337um    3659um    OK    OK 
ic-080    ic-qfp-lib    267um    391um    2606um    OK    OK 
ic-081    ic-dip-lib    415um    171um    1191um    x-misalign    OK 
ic-082    ic-dip-lib    367um    403um    1535um    y-misalign    OK 
ic-083    ic-sop-lib    78um    97um    4195um    OK    OK 
ic-084    ic-qfp-lib    246um    144um    326um    OK    OK 
ic-085    ic-qfp-lib    -127um    -296um    3631um    OK    OK 
ic-086    ic-plcc-lib    -106um    -4um    2169um    OK    OK 
ic-087    ic-qfp-lib    354um    323um    2851um    OK    OK 
ic-088    ic-dip-lib    -385um    -284um    1473um    OK    OK 
ic-089    ic-qfp-lib    266um    458um    4682um    y-misalign    y-misalign 
ic-090    ic-qfp-lib    -348um    35um    1644um    OK    OK 
ic-091    ic-sop-lib    -98um    -482um    2305um    y-misalign    y-misalign 
ic-092    ic-qfp-lib    108um    119um    824um    OK    OK 
ic-093    ic-bga-lib    303um    309um    1584um    OK    OK 
ic-094    ic-qfp-lib    429um    252um    3647um    x-misalign    OK 
ic-095    ic-sop-lib    226um    0um    1439um    OK    OK 
ic-096    ic-sop-lib    -386um    370um    3454um    OK    OK 
ic-097    ic-bga-lib    -302um    -32um    4287um    OK    OK 
ic-098    ic-sop-lib    142um    439um    3902um    y-misalign    x-misalign 
ic-099    ic-dip-lib    -64um    -331um    3487um    OK    OK 
ic-100    ic-qfp-lib    50um    357um    4717um    OK    OK
